,0,1,Month,Actual year,index1,Date,All property types,City
1872,March,2007,March,2007,1872,Mar-07,"£158,465",newcastle-upon-tyne
1873,April,2007,April,2007,1873,Apr-07,"£156,223",newcastle-upon-tyne
1874,May,2007,May,2007,1874,May-07,"£159,844",newcastle-upon-tyne
1875,June,2007,June,2007,1875,Jun-07,"£162,523",newcastle-upon-tyne
1876,July,2007,July,2007,1876,Jul-07,"£164,935",newcastle-upon-tyne
1877,August,2007,August,2007,1877,Aug-07,"£164,493",newcastle-upon-tyne
1878,September,2007,September,2007,1878,Sep-07,"£162,483",newcastle-upon-tyne
1879,October,2007,October,2007,1879,Oct-07,"£161,708",newcastle-upon-tyne
1880,November,2007,November,2007,1880,Nov-07,"£159,278",newcastle-upon-tyne
1881,December,2007,December,2007,1881,Dec-07,"£159,990",newcastle-upon-tyne
1882,January,2008,January,2008,1882,Jan-08,"£160,311",newcastle-upon-tyne
1883,February,2008,February,2008,1883,Feb-08,"£160,033",newcastle-upon-tyne
1884,March,2008,March,2008,1884,Mar-08,"£157,099",newcastle-upon-tyne
1885,April,2008,April,2008,1885,Apr-08,"£155,334",newcastle-upon-tyne
1886,May,2008,May,2008,1886,May-08,"£155,359",newcastle-upon-tyne
1887,June,2008,June,2008,1887,Jun-08,"£155,481",newcastle-upon-tyne
1888,July,2008,July,2008,1888,Jul-08,"£156,080",newcastle-upon-tyne
1889,August,2008,August,2008,1889,Aug-08,"£154,575",newcastle-upon-tyne
1890,September,2008,September,2008,1890,Sep-08,"£154,753",newcastle-upon-tyne
1891,October,2008,October,2008,1891,Oct-08,"£148,184",newcastle-upon-tyne
1892,November,2008,November,2008,1892,Nov-08,"£145,283",newcastle-upon-tyne
1893,December,2008,December,2008,1893,Dec-08,"£137,779",newcastle-upon-tyne
1894,January,2009,January,2009,1894,Jan-09,"£136,135",newcastle-upon-tyne
1895,February,2009,February,2009,1895,Feb-09,"£134,016",newcastle-upon-tyne
1896,March,2009,March,2009,1896,Mar-09,"£135,987",newcastle-upon-tyne
1897,April,2009,April,2009,1897,Apr-09,"£136,109",newcastle-upon-tyne
1898,May,2009,May,2009,1898,May-09,"£134,346",newcastle-upon-tyne
1899,June,2009,June,2009,1899,Jun-09,"£135,447",newcastle-upon-tyne
1900,July,2009,July,2009,1900,Jul-09,"£138,838",newcastle-upon-tyne
1901,August,2009,August,2009,1901,Aug-09,"£141,811",newcastle-upon-tyne
1902,September,2009,September,2009,1902,Sep-09,"£143,231",newcastle-upon-tyne
1903,October,2009,October,2009,1903,Oct-09,"£143,166",newcastle-upon-tyne
1904,November,2009,November,2009,1904,Nov-09,"£144,183",newcastle-upon-tyne
1905,December,2009,December,2009,1905,Dec-09,"£145,553",newcastle-upon-tyne
1906,January,2010,January,2010,1906,Jan-10,"£141,936",newcastle-upon-tyne
1907,February,2010,February,2010,1907,Feb-10,"£141,031",newcastle-upon-tyne
1908,March,2010,March,2010,1908,Mar-10,"£139,385",newcastle-upon-tyne
1909,April,2010,April,2010,1909,Apr-10,"£143,593",newcastle-upon-tyne
1910,May,2010,May,2010,1910,May-10,"£144,695",newcastle-upon-tyne
1911,June,2010,June,2010,1911,Jun-10,"£145,843",newcastle-upon-tyne
1912,July,2010,July,2010,1912,Jul-10,"£146,325",newcastle-upon-tyne
1913,August,2010,August,2010,1913,Aug-10,"£147,480",newcastle-upon-tyne
1914,September,2010,September,2010,1914,Sep-10,"£146,234",newcastle-upon-tyne
1915,October,2010,October,2010,1915,Oct-10,"£146,377",newcastle-upon-tyne
1916,November,2010,November,2010,1916,Nov-10,"£144,201",newcastle-upon-tyne
1917,December,2010,December,2010,1917,Dec-10,"£143,811",newcastle-upon-tyne
1918,January,2011,January,2011,1918,Jan-11,"£139,425",newcastle-upon-tyne
1919,February,2011,February,2011,1919,Feb-11,"£137,675",newcastle-upon-tyne
1920,March,2011,March,2011,1920,Mar-11,"£135,297",newcastle-upon-tyne
1921,April,2011,April,2011,1921,Apr-11,"£135,797",newcastle-upon-tyne
1922,May,2011,May,2011,1922,May-11,"£137,206",newcastle-upon-tyne
1923,June,2011,June,2011,1923,Jun-11,"£140,424",newcastle-upon-tyne
1924,July,2011,July,2011,1924,Jul-11,"£140,785",newcastle-upon-tyne
1925,August,2011,August,2011,1925,Aug-11,"£139,127",newcastle-upon-tyne
1926,September,2011,September,2011,1926,Sep-11,"£137,088",newcastle-upon-tyne
1927,October,2011,October,2011,1927,Oct-11,"£136,147",newcastle-upon-tyne
1928,November,2011,November,2011,1928,Nov-11,"£135,233",newcastle-upon-tyne
1929,December,2011,December,2011,1929,Dec-11,"£134,176",newcastle-upon-tyne
1930,January,2012,January,2012,1930,Jan-12,"£134,038",newcastle-upon-tyne
1931,February,2012,February,2012,1931,Feb-12,"£135,547",newcastle-upon-tyne
1932,March,2012,March,2012,1932,Mar-12,"£137,543",newcastle-upon-tyne
1933,April,2012,April,2012,1933,Apr-12,"£140,460",newcastle-upon-tyne
1934,May,2012,May,2012,1934,May-12,"£139,133",newcastle-upon-tyne
1935,June,2012,June,2012,1935,Jun-12,"£138,505",newcastle-upon-tyne
1936,July,2012,July,2012,1936,Jul-12,"£136,663",newcastle-upon-tyne
1937,August,2012,August,2012,1937,Aug-12,"£138,894",newcastle-upon-tyne
1938,September,2012,September,2012,1938,Sep-12,"£139,038",newcastle-upon-tyne
1939,October,2012,October,2012,1939,Oct-12,"£136,033",newcastle-upon-tyne
1940,November,2012,November,2012,1940,Nov-12,"£134,479",newcastle-upon-tyne
1941,December,2012,December,2012,1941,Dec-12,"£133,086",newcastle-upon-tyne
1942,January,2013,January,2013,1942,Jan-13,"£136,423",newcastle-upon-tyne
1943,February,2013,February,2013,1943,Feb-13,"£133,149",newcastle-upon-tyne
1944,March,2013,March,2013,1944,Mar-13,"£134,352",newcastle-upon-tyne
1945,April,2013,April,2013,1945,Apr-13,"£133,750",newcastle-upon-tyne
1946,May,2013,May,2013,1946,May-13,"£138,507",newcastle-upon-tyne
1947,June,2013,June,2013,1947,Jun-13,"£137,858",newcastle-upon-tyne
1948,July,2013,July,2013,1948,Jul-13,"£139,188",newcastle-upon-tyne
1949,August,2013,August,2013,1949,Aug-13,"£141,411",newcastle-upon-tyne
1950,September,2013,September,2013,1950,Sep-13,"£142,617",newcastle-upon-tyne
1951,October,2013,October,2013,1951,Oct-13,"£140,330",newcastle-upon-tyne
1952,November,2013,November,2013,1952,Nov-13,"£136,601",newcastle-upon-tyne
1953,December,2013,December,2013,1953,Dec-13,"£134,031",newcastle-upon-tyne
1954,January,2014,January,2014,1954,Jan-14,"£137,129",newcastle-upon-tyne
1955,February,2014,February,2014,1955,Feb-14,"£139,314",newcastle-upon-tyne
1956,March,2014,March,2014,1956,Mar-14,"£140,993",newcastle-upon-tyne
1957,April,2014,April,2014,1957,Apr-14,"£139,257",newcastle-upon-tyne
1958,May,2014,May,2014,1958,May-14,"£138,407",newcastle-upon-tyne
1959,June,2014,June,2014,1959,Jun-14,"£140,977",newcastle-upon-tyne
1960,July,2014,July,2014,1960,Jul-14,"£144,792",newcastle-upon-tyne
1961,August,2014,August,2014,1961,Aug-14,"£147,610",newcastle-upon-tyne
1962,September,2014,September,2014,1962,Sep-14,"£148,053",newcastle-upon-tyne
1963,October,2014,October,2014,1963,Oct-14,"£142,144",newcastle-upon-tyne
1964,November,2014,November,2014,1964,Nov-14,"£141,256",newcastle-upon-tyne
1965,December,2014,December,2014,1965,Dec-14,"£140,097",newcastle-upon-tyne
1966,January,2015,January,2015,1966,Jan-15,"£144,018",newcastle-upon-tyne
1967,February,2015,February,2015,1967,Feb-15,"£144,951",newcastle-upon-tyne
1968,March,2015,March,2015,1968,Mar-15,"£146,291",newcastle-upon-tyne
1969,April,2015,April,2015,1969,Apr-15,"£149,151",newcastle-upon-tyne
1970,May,2015,May,2015,1970,May-15,"£150,033",newcastle-upon-tyne
1971,June,2015,June,2015,1971,Jun-15,"£151,949",newcastle-upon-tyne
1972,July,2015,July,2015,1972,Jul-15,"£151,278",newcastle-upon-tyne
1973,August,2015,August,2015,1973,Aug-15,"£152,311",newcastle-upon-tyne
1974,September,2015,September,2015,1974,Sep-15,"£153,037",newcastle-upon-tyne
1975,October,2015,October,2015,1975,Oct-15,"£155,243",newcastle-upon-tyne
1976,November,2015,November,2015,1976,Nov-15,"£154,535",newcastle-upon-tyne
1977,December,2015,December,2015,1977,Dec-15,"£153,388",newcastle-upon-tyne
1978,January,2016,January,2016,1978,Jan-16,"£152,201",newcastle-upon-tyne
1979,February,2016,February,2016,1979,Feb-16,"£150,838",newcastle-upon-tyne
1980,March,2016,March,2016,1980,Mar-16,"£151,331",newcastle-upon-tyne
1981,April,2016,April,2016,1981,Apr-16,"£149,512",newcastle-upon-tyne
1982,May,2016,May,2016,1982,May-16,"£152,439",newcastle-upon-tyne
1983,June,2016,June,2016,1983,Jun-16,"£153,482",newcastle-upon-tyne
1984,July,2016,July,2016,1984,Jul-16,"£157,503",newcastle-upon-tyne
1985,August,2016,August,2016,1985,Aug-16,"£158,395",newcastle-upon-tyne
1986,September,2016,September,2016,1986,Sep-16,"£158,270",newcastle-upon-tyne
1987,October,2016,October,2016,1987,Oct-16,"£157,753",newcastle-upon-tyne
1988,November,2016,November,2016,1988,Nov-16,"£157,831",newcastle-upon-tyne
1989,December,2016,December,2016,1989,Dec-16,"£159,317",newcastle-upon-tyne
1990,January,2017,January,2017,1990,Jan-17,"£158,645",newcastle-upon-tyne
1991,February,2017,February,2017,1991,Feb-17,"£154,826",newcastle-upon-tyne
1992,March,2017,March,2017,1992,Mar-17,"£151,191",newcastle-upon-tyne
1993,April,2017,April,2017,1993,Apr-17,"£150,829",newcastle-upon-tyne
1994,May,2017,May,2017,1994,May-17,"£153,651",newcastle-upon-tyne
1995,June,2017,June,2017,1995,Jun-17,"£156,311",newcastle-upon-tyne
1996,July,2017,July,2017,1996,Jul-17,"£157,137",newcastle-upon-tyne
1997,August,2017,August,2017,1997,Aug-17,"£158,895",newcastle-upon-tyne
1998,September,2017,September,2017,1998,Sep-17,"£158,012",newcastle-upon-tyne
1999,October,2017,October,2017,1999,Oct-17,"£159,022",newcastle-upon-tyne
2000,November,2017,November,2017,2000,Nov-17,"£156,643",newcastle-upon-tyne
2001,December,2017,December,2017,2001,Dec-17,"£157,977",newcastle-upon-tyne
2002,January,2018,January,2018,2002,Jan-18,"£156,325",newcastle-upon-tyne
2003,February,2018,February,2018,2003,Feb-18,"£158,324",newcastle-upon-tyne
2004,March,2018,March,2018,2004,Mar-18,"£156,606",newcastle-upon-tyne
2005,April,2018,April,2018,2005,Apr-18,"£157,849",newcastle-upon-tyne
2006,May,2018,May,2018,2006,May-18,"£156,823",newcastle-upon-tyne
2007,June,2018,June,2018,2007,Jun-18,"£159,363",newcastle-upon-tyne
2008,July,2018,July,2018,2008,Jul-18,"£159,399",newcastle-upon-tyne
2009,August,2018,August,2018,2009,Aug-18,"£161,081",newcastle-upon-tyne
2010,September,2018,September,2018,2010,Sep-18,"£160,648",newcastle-upon-tyne
2011,October,2018,October,2018,2011,Oct-18,"£161,058",newcastle-upon-tyne
2012,November,2018,November,2018,2012,Nov-18,"£161,841",newcastle-upon-tyne
2013,December,2018,December,2018,2013,Dec-18,"£160,976",newcastle-upon-tyne
2014,January,2019,January,2019,2014,Jan-19,"£158,458",newcastle-upon-tyne
2015,February,2019,February,2019,2015,Feb-19,"£155,035",newcastle-upon-tyne
2016,March,2019,March,2019,2016,Mar-19,"£153,729",newcastle-upon-tyne
2017,April,2019,April,2019,2017,Apr-19,"£154,293",newcastle-upon-tyne
2018,May,2019,May,2019,2018,May-19,"£153,265",newcastle-upon-tyne
2019,June,2019,June,2019,2019,Jun-19,"£155,243",newcastle-upon-tyne
2020,July,2019,July,2019,2020,Jul-19,"£157,350",newcastle-upon-tyne
2021,August,2019,August,2019,2021,Aug-19,"£163,609",newcastle-upon-tyne
2022,September,2019,September,2019,2022,Sep-19,"£168,533",newcastle-upon-tyne
2023,October,2019,October,2019,2023,Oct-19,"£167,109",newcastle-upon-tyne
2024,November,2019,November,2019,2024,Nov-19,"£164,594",newcastle-upon-tyne
2025,December,2019,December,2019,2025,Dec-19,"£158,567",newcastle-upon-tyne
2026,January,2020,January,2020,2026,Jan-20,"£158,325",newcastle-upon-tyne
2027,February,2020,February,2020,2027,Feb-20,"£155,544",newcastle-upon-tyne
2028,March,2020,March,2020,2028,Mar-20,"£153,897",newcastle-upon-tyne
2029,April,2020,April,2020,2029,Apr-20,"£154,611",newcastle-upon-tyne
2030,May,2020,May,2020,2030,May-20,"£155,157",newcastle-upon-tyne
2031,June,2020,June,2020,2031,Jun-20,"£158,155",newcastle-upon-tyne
2032,July,2020,July,2020,2032,Jul-20,"£160,987",newcastle-upon-tyne
2033,August,2020,August,2020,2033,Aug-20,"£163,770",newcastle-upon-tyne
2034,September,2020,September,2020,2034,Sep-20,"£166,428",newcastle-upon-tyne
2035,October,2020,October,2020,2035,Oct-20,"£165,730",newcastle-upon-tyne
2036,November,2020,November,2020,2036,Nov-20,"£167,252",newcastle-upon-tyne
2037,December,2020,December,2020,2037,Dec-20,"£166,850",newcastle-upon-tyne
2038,January,2021,January,2021,2038,Jan-21,"£169,290",newcastle-upon-tyne
2039,February,2021,February,2021,2039,Feb-21,"£169,515",newcastle-upon-tyne
2040,March,2021,March,2021,2040,Mar-21,"£172,458",newcastle-upon-tyne
2041,April,2021,April,2021,2041,Apr-21,"£172,099",newcastle-upon-tyne
2042,May,2021,May,2021,2042,May-21,"£170,067",newcastle-upon-tyne
2043,June,2021,June,2021,2043,Jun-21,"£173,271",newcastle-upon-tyne
2044,July,2021,July,2021,2044,Jul-21,"£170,989",newcastle-upon-tyne
2045,August,2021,August,2021,2045,Aug-21,"£174,940",newcastle-upon-tyne
2046,September,2021,September,2021,2046,Sep-21,"£174,297",newcastle-upon-tyne
2047,October,2021,October,2021,2047,Oct-21,"£178,220",newcastle-upon-tyne
2048,January,2000,January,2000,2048,Jan-00,"£49,850",sheffield
2049,February,2000,February,2000,2049,Feb-00,"£49,803",sheffield
2050,March,2000,March,2000,2050,Mar-00,"£49,398",sheffield
2051,April,2000,April,2000,2051,Apr-00,"£49,837",sheffield
2052,May,2000,May,2000,2052,May-00,"£50,781",sheffield
2053,June,2000,June,2000,2053,Jun-00,"£52,434",sheffield
2054,July,2000,July,2000,2054,Jul-00,"£53,383",sheffield
2055,August,2000,August,2000,2055,Aug-00,"£53,932",sheffield
2056,September,2000,September,2000,2056,Sep-00,"£54,045",sheffield
2057,October,2000,October,2000,2057,Oct-00,"£53,576",sheffield
2058,November,2000,November,2000,2058,Nov-00,"£53,042",sheffield
2059,December,2000,December,2000,2059,Dec-00,"£52,622",sheffield
2060,January,2001,January,2001,2060,Jan-01,"£53,588",sheffield
2061,February,2001,February,2001,2061,Feb-01,"£53,929",sheffield
2062,March,2001,March,2001,2062,Mar-01,"£53,708",sheffield
2063,April,2001,April,2001,2063,Apr-01,"£53,619",sheffield
2064,May,2001,May,2001,2064,May-01,"£54,287",sheffield
2065,June,2001,June,2001,2065,Jun-01,"£56,085",sheffield
2066,July,2001,July,2001,2066,Jul-01,"£57,442",sheffield
2067,August,2001,August,2001,2067,Aug-01,"£59,011",sheffield
2068,September,2001,September,2001,2068,Sep-01,"£59,713",sheffield
2069,October,2001,October,2001,2069,Oct-01,"£59,471",sheffield
2070,November,2001,November,2001,2070,Nov-01,"£58,984",sheffield
2071,December,2001,December,2001,2071,Dec-01,"£59,137",sheffield
2072,January,2002,January,2002,2072,Jan-02,"£59,604",sheffield
2073,February,2002,February,2002,2073,Feb-02,"£60,244",sheffield
2074,March,2002,March,2002,2074,Mar-02,"£61,143",sheffield
2075,April,2002,April,2002,2075,Apr-02,"£61,990",sheffield
2076,May,2002,May,2002,2076,May-02,"£63,320",sheffield
2077,June,2002,June,2002,2077,Jun-02,"£65,573",sheffield
2078,July,2002,July,2002,2078,Jul-02,"£68,331",sheffield
2079,August,2002,August,2002,2079,Aug-02,"£70,344",sheffield
2080,September,2002,September,2002,2080,Sep-02,"£71,418",sheffield
2081,October,2002,October,2002,2081,Oct-02,"£71,696",sheffield
2082,November,2002,November,2002,2082,Nov-02,"£72,926",sheffield
2083,December,2002,December,2002,2083,Dec-02,"£73,298",sheffield
2084,January,2003,January,2003,2084,Jan-03,"£75,678",sheffield
2085,February,2003,February,2003,2085,Feb-03,"£76,312",sheffield
2086,March,2003,March,2003,2086,Mar-03,"£77,216",sheffield
2087,April,2003,April,2003,2087,Apr-03,"£77,141",sheffield
2088,May,2003,May,2003,2088,May-03,"£78,759",sheffield
2089,June,2003,June,2003,2089,Jun-03,"£82,150",sheffield
2090,July,2003,July,2003,2090,Jul-03,"£85,241",sheffield
2091,August,2003,August,2003,2091,Aug-03,"£88,654",sheffield
2092,September,2003,September,2003,2092,Sep-03,"£88,903",sheffield
2093,October,2003,October,2003,2093,Oct-03,"£89,602",sheffield
2094,November,2003,November,2003,2094,Nov-03,"£90,592",sheffield
2095,December,2003,December,2003,2095,Dec-03,"£92,781",sheffield
2096,January,2004,January,2004,2096,Jan-04,"£94,656",sheffield
2097,February,2004,February,2004,2097,Feb-04,"£94,601",sheffield
2098,March,2004,March,2004,2098,Mar-04,"£95,828",sheffield
2099,April,2004,April,2004,2099,Apr-04,"£97,615",sheffield
2100,May,2004,May,2004,2100,May-04,"£103,381",sheffield
2101,June,2004,June,2004,2101,Jun-04,"£107,678",sheffield
2102,July,2004,July,2004,2102,Jul-04,"£112,423",sheffield
2103,August,2004,August,2004,2103,Aug-04,"£114,166",sheffield
2104,September,2004,September,2004,2104,Sep-04,"£117,268",sheffield
2105,October,2004,October,2004,2105,Oct-04,"£116,726",sheffield
2106,November,2004,November,2004,2106,Nov-04,"£116,573",sheffield
2107,December,2004,December,2004,2107,Dec-04,"£115,252",sheffield
2108,January,2005,January,2005,2108,Jan-05,"£115,147",sheffield
2109,February,2005,February,2005,2109,Feb-05,"£115,673",sheffield
2110,March,2005,March,2005,2110,Mar-05,"£114,632",sheffield
2111,April,2005,April,2005,2111,Apr-05,"£115,880",sheffield
2112,May,2005,May,2005,2112,May-05,"£116,802",sheffield
2113,June,2005,June,2005,2113,Jun-05,"£119,726",sheffield
2114,July,2005,July,2005,2114,Jul-05,"£121,402",sheffield
2115,August,2005,August,2005,2115,Aug-05,"£123,423",sheffield
2116,September,2005,September,2005,2116,Sep-05,"£124,704",sheffield
2117,October,2005,October,2005,2117,Oct-05,"£125,197",sheffield
2118,November,2005,November,2005,2118,Nov-05,"£123,485",sheffield
2119,December,2005,December,2005,2119,Dec-05,"£123,925",sheffield
2120,January,2006,January,2006,2120,Jan-06,"£122,987",sheffield
2121,February,2006,February,2006,2121,Feb-06,"£125,506",sheffield
2122,March,2006,March,2006,2122,Mar-06,"£124,946",sheffield
